VMs,CPU,Mem,Netz
VM 1171,1,4458,298
VM 1172,3,3208,251
VM 1173,4,3175,42
VM 1174,1,287,81
VM 1175,1,787,315
VM 1176,4,2754,282
VM 1177,4,1700,157
VM 1178,4,4684,210
VM 1179,1,4180,97
VM 1180,4,4395,187
VM 1181,1,3504,29
VM 1182,3,773,199
VM 1183,2,3887,104
VM 1184,1,461,30
VM 1185,1,441,389
VM 1186,2,2527,227
VM 1187,1,2947,47
VM 1188,2,1355,478
VM 1189,1,3340,348
VM 1190,3,178,84
VM 1191,2,314,417
VM 1192,1,3761,319
VM 1193,3,4529,319
VM 1194,1,4448,389
VM 1195,2,100,196
VM 1196,4,895,241
VM 1197,3,3692,214
VM 1198,3,3983,353
VM 1199,2,2100,406
VM 1200,4,2514,348
VM 1201,1,2781,285
VM 1202,3,3288,385
VM 1203,1,2250,447
VM 1204,2,2002,91
VM 1205,1,3351,93
VM 1206,2,4577,170
VM 1207,4,3726,206
VM 1208,3,1693,282
VM 1209,1,2918,113
VM 1210,1,4754,142
VM 1211,2,4974,82
VM 1212,2,650,164
VM 1213,4,514,416
VM 1214,4,3278,185
VM 1215,1,3968,399
VM 1216,4,1384,93
VM 1217,1,772,253
VM 1218,1,2930,291
VM 1219,3,4324,235
VM 1220,2,3468,274
VM 1221,1,416,148
VM 1222,1,3472,406
VM 1223,1,3061,334
VM 1224,2,2744,179
VM 1225,2,1084,307
VM 1226,3,2858,200
VM 1227,1,1941,170
VM 1228,3,4724,264
VM 1229,2,2932,321
VM 1230,1,2113,60
VM 1231,1,4453,232
VM 1232,4,4931,362
VM 1233,4,4451,133
VM 1234,4,3076,233
VM 1235,2,3596,333
VM 1236,3,2303,222
VM 1237,1,346,296
VM 1238,1,3083,186
VM 1239,1,1672,90
VM 1240,4,4354,24
VM 1241,1,1300,362
VM 1242,1,2235,493
VM 1243,3,2330,288
VM 1244,4,4601,374
VM 1245,3,1781,141
VM 1246,2,2153,260
VM 1247,1,2095,68
VM 1248,3,3770,241
VM 1249,4,4944,255
VM 1250,2,161,458
VM 1251,4,3600,244
VM 1252,4,1541,76
VM 1253,1,1980,110
VM 1254,1,4546,338
VM 1255,1,633,137
VM 1256,4,100,391
VM 1257,1,2080,476
VM 1258,4,4977,21
VM 1259,1,1077,48
VM 1260,2,4120,452
VM 1261,2,3418,385
VM 1262,1,2350,289
VM 1263,4,2618,391
VM 1264,2,745,374
VM 1265,1,318,479
VM 1266,3,4177,90
VM 1267,3,3005,89
VM 1268,3,3190,373
VM 1269,3,1950,306
VM 1270,1,268,321
VM 1271,4,1414,82
VM 1272,3,488,167
VM 1273,3,3568,312
VM 1274,3,3742,10
VM 1275,2,261,239
VM 1276,2,4394,58
VM 1277,2,2466,493
VM 1278,4,4459,154
VM 1279,4,2543,18
VM 1280,2,269,84
VM 1281,1,2390,295
VM 1282,2,706,204
VM 1283,1,3537,39
VM 1284,2,2454,242
VM 1285,1,2270,347
VM 1286,3,465,273
VM 1287,2,2323,122
VM 1288,2,2899,239
VM 1289,1,2638,141
VM 1290,4,755,84
VM 1291,1,3280,486
VM 1292,1,4222,455
VM 1293,2,1136,82
VM 1294,1,2468,367
VM 1295,2,335,68
VM 1296,4,100,312
VM 1297,1,1989,203
VM 1298,3,3761,314
VM 1299,3,2298,392
VM 1300,1,1207,96
VM 1301,1,3269,20
VM 1302,3,2374,151
VM 1303,4,1216,18
VM 1304,1,1925,374
VM 1305,3,199,170
VM 1306,1,1359,265
VM 1307,2,2186,425
VM 1308,3,3485,92
VM 1309,1,2629,52
VM 1310,3,3465,411
VM 1311,2,2563,136
VM 1312,1,2558,124
VM 1313,2,175,161
VM 1314,1,1927,16
VM 1315,3,975,38
VM 1316,1,3192,90
VM 1317,1,4337,254
VM 1318,2,4634,222
VM 1319,1,1986,157
VM 1320,1,3859,36
VM 1321,3,3204,280
VM 1322,2,4619,445
VM 1323,3,650,152
VM 1324,1,2031,211
VM 1325,1,1121,304
VM 1326,1,2418,436
VM 1327,3,2574,423
VM 1328,1,4149,28
VM 1329,3,2922,319
VM 1330,2,294,37
VM 1331,2,4449,67
VM 1332,1,3465,67
VM 1333,1,100,432
VM 1334,1,4356,141
VM 1335,1,2309,435
VM 1336,1,2084,392
VM 1337,1,3875,448
VM 1338,4,3474,194
VM 1339,1,100,182
VM 1340,1,1552,327
VM 1341,4,836,321
VM 1342,4,3393,421
VM 1343,4,4200,66
VM 1344,1,3663,356
VM 1345,3,1750,306
VM 1346,4,707,445
VM 1347,1,1294,275
VM 1348,4,4577,265
VM 1349,4,3959,424
VM 1350,1,4352,385
VM 1351,3,169,230
VM 1352,3,1110,260
VM 1353,1,3624,90
VM 1354,4,1941,67
VM 1355,4,1392,176
VM 1356,4,2944,345
VM 1357,1,1689,359
VM 1358,2,4689,50
VM 1359,1,2969,429
VM 1360,3,3682,465
VM 1361,1,2818,316
VM 1362,3,2801,270
VM 1363,3,3675,306
VM 1364,3,1990,21
VM 1365,3,3099,120
VM 1366,2,3057,273
VM 1367,4,1647,193
VM 1368,3,1725,243
VM 1369,1,4191,78
VM 1370,1,1869,217
VM 1371,2,4891,196
VM 1372,2,1661,46
VM 1373,3,4022,496
VM 1374,1,404,77
VM 1375,4,2349,98
VM 1376,2,1524,495
VM 1377,1,1974,246
VM 1378,2,3349,276
VM 1379,3,4135,190
VM 1380,1,1239,232
VM 1381,2,4819,193
VM 1382,4,4614,337
VM 1383,1,2481,131
VM 1384,2,4760,308
VM 1385,4,3477,178
VM 1386,4,1744,23
VM 1387,4,845,210
VM 1388,3,3548,200
VM 1389,2,4918,300
VM 1390,4,926,389
VM 1391,1,2504,327
VM 1392,1,2633,449
VM 1393,4,3259,125
VM 1394,4,1398,147
VM 1395,1,1783,23
VM 1396,3,4323,310
VM 1397,4,4328,348
VM 1398,1,1640,292
VM 1399,3,900,210
VM 1400,2,963,48
VM 1401,2,3601,166
VM 1402,1,100,17
VM 1403,2,3170,135
VM 1404,1,3676,59
VM 1405,4,3595,349
VM 1406,1,4844,60
VM 1407,3,4071,196
VM 1408,2,3819,330
VM 1409,4,3375,98
VM 1410,2,1722,328
VM 1411,4,369,37
VM 1412,3,2844,396
VM 1413,3,4919,311
VM 1414,1,3167,341
VM 1415,4,4218,249
VM 1416,4,4493,387
VM 1417,2,3646,365
VM 1418,3,660,328
VM 1419,2,3766,128
VM 1420,1,652,479
VM 1421,1,3387,373
VM 1422,2,4797,109
VM 1423,1,4455,214
VM 1424,4,3871,102
VM 1425,1,4599,208
VM 1426,2,4059,279
VM 1427,2,761,320
VM 1428,4,374,77
VM 1429,2,3550,301
VM 1430,3,262,89
VM 1431,1,1707,332
VM 1432,2,2519,474
VM 1433,2,4625,359
VM 1434,3,2823,427
VM 1435,3,100,406
VM 1436,3,3925,409
VM 1437,2,2799,245
VM 1438,1,4733,244
VM 1439,3,4150,139
VM 1440,1,4029,202
VM 1441,3,3667,226
VM 1442,4,660,378
VM 1443,1,310,420
VM 1444,1,1570,345
VM 1445,1,4257,238
VM 1446,4,1815,290
VM 1447,3,1236,10
VM 1448,3,3445,17
VM 1449,1,4149,126
VM 1450,1,3145,389
VM 1451,1,2856,336
VM 1452,4,1579,23
VM 1453,1,3155,94
VM 1454,4,1108,311
VM 1455,2,571,245
VM 1456,4,821,384
VM 1457,4,4102,277
VM 1458,4,4637,243
VM 1459,3,1618,95
VM 1460,1,519,70
VM 1461,4,1902,440
VM 1462,4,3009,198
VM 1463,1,2176,315
VM 1464,1,1230,306
VM 1465,2,3299,347
VM 1466,1,2159,451
VM 1467,4,3159,32
VM 1468,1,1110,212
VM 1469,2,318,275
VM 1470,2,505,230
VM 1471,1,1909,296
VM 1472,2,3761,108
VM 1473,2,4512,22
VM 1474,1,1608,206
VM 1475,3,3188,458
VM 1476,1,829,217
VM 1477,2,3745,57
VM 1478,3,3967,266
VM 1479,2,2078,402
VM 1480,1,3341,172
VM 1481,3,3214,145
VM 1482,2,2935,91
VM 1483,1,3542,225
VM 1484,1,701,214
VM 1485,1,2996,449
VM 1486,3,1172,136
VM 1487,3,3511,474
VM 1488,2,413,259
VM 1489,3,333,133
VM 1490,4,2144,194
VM 1491,3,4483,260
VM 1492,1,4953,68
VM 1493,1,1361,485
VM 1494,1,1068,426
VM 1495,1,4626,449
VM 1496,2,4803,142
VM 1497,4,3876,484
VM 1498,1,4243,403
VM 1499,3,3480,157
VM 1500,2,3472,118
VM 1501,1,134,26
VM 1502,2,1002,10
VM 1503,1,4269,16
VM 1504,1,1315,425
VM 1505,2,1537,315
VM 1506,1,2520,273
VM 1507,3,2864,69
VM 1508,1,249,197
VM 1509,4,377,25
VM 1510,2,3446,234
VM 1511,3,1346,197
VM 1512,3,874,31
VM 1513,2,2609,10
VM 1514,1,759,495
VM 1515,2,100,230
VM 1516,4,2231,495
VM 1517,4,4881,221
VM 1518,1,4421,484
VM 1519,1,535,305
VM 1520,1,2272,485
VM 1521,1,3797,134
VM 1522,3,1264,98
VM 1523,3,4941,92
VM 1524,1,4288,441
VM 1525,2,547,22
VM 1526,1,2159,99
VM 1527,4,4596,291
VM 1528,4,826,218
VM 1529,3,4780,32
VM 1530,1,2831,176
VM 1531,1,1558,182
VM 1532,4,2204,403
VM 1533,3,2643,465
VM 1534,3,715,217
VM 1535,1,100,157
VM 1536,1,1505,269
VM 1537,1,599,390
VM 1538,4,4007,17
VM 1539,2,4798,385
VM 1540,1,1892,133
VM 1541,2,3657,241
VM 1542,1,4541,356
VM 1543,3,4323,211
VM 1544,4,340,370
VM 1545,4,4214,495
VM 1546,1,3294,172
VM 1547,1,2472,26
VM 1548,2,4259,24
VM 1549,1,715,437
VM 1550,1,1274,363
VM 1551,4,3436,81
VM 1552,1,4167,28
VM 1553,3,3828,286
VM 1554,2,4134,94
VM 1555,4,1631,209
VM 1556,1,1409,328
VM 1557,4,1764,233
VM 1558,3,1217,444
VM 1559,2,1086,30
VM 1560,1,100,350
VM 1561,1,807,40
VM 1562,4,3828,132
VM 1563,4,626,12
VM 1564,1,1114,174
VM 1565,3,2003,450
VM 1566,3,3271,100
VM 1567,1,582,225
VM 1568,2,1725,469
VM 1569,1,295,151
VM 1570,1,1735,275
VM 1571,4,4267,282
VM 1572,4,2736,282
VM 1573,2,3264,436
VM 1574,3,3311,423
VM 1575,3,2852,253
VM 1576,3,2513,66
VM 1577,1,2855,48
VM 1578,4,3381,157
VM 1579,4,723,348
VM 1580,2,4038,444
VM 1581,1,315,449
VM 1582,4,2255,354
VM 1583,3,4727,292
VM 1584,2,3700,105
VM 1585,2,1732,459
VM 1586,3,3359,479
VM 1587,1,100,165
VM 1588,1,4567,442
VM 1589,3,4295,258
VM 1590,3,2315,88
VM 1591,1,3059,482
VM 1592,1,749,11
VM 1593,4,1580,338
VM 1594,1,1125,122
VM 1595,3,719,446
VM 1596,4,2536,212
VM 1597,1,4749,374
VM 1598,1,1181,487
VM 1599,4,1424,150
VM 1600,4,4273,171
VM 1601,1,734,395
VM 1602,4,100,333
VM 1603,1,832,48
VM 1604,1,3396,175
VM 1605,1,2973,400
VM 1606,1,139,429
VM 1607,1,2454,172
VM 1608,1,4786,236
VM 1609,2,374,295
VM 1610,2,1481,26
VM 1611,1,3895,431
VM 1612,2,4526,289
VM 1613,4,648,131
VM 1614,2,3357,211
VM 1615,1,100,405
VM 1616,3,1256,348
VM 1617,3,171,227
VM 1618,3,1290,323
VM 1619,3,2825,177
VM 1620,2,1736,10
VM 1621,2,3954,169
VM 1622,3,1843,186
VM 1623,1,2192,200
VM 1624,1,4777,24
VM 1625,4,1245,159
VM 1626,1,3681,126
VM 1627,1,4078,173
VM 1628,3,4498,434
VM 1629,4,4651,426
VM 1630,1,1824,479
VM 1631,1,512,176
VM 1632,2,4919,65
VM 1633,3,3544,217
VM 1634,1,1974,100
VM 1635,1,4059,169
VM 1636,1,3102,114
VM 1637,1,832,20
VM 1638,3,3533,251
VM 1639,3,709,33
VM 1640,2,2546,491
VM 1641,3,964,257
VM 1642,1,3387,104
VM 1643,1,1500,78
VM 1644,2,2171,10
VM 1645,1,1313,206
VM 1646,1,2658,80
VM 1647,2,2011,325
VM 1648,3,4192,96
VM 1649,2,3808,337
VM 1650,4,545,198
VM 1651,1,701,475
VM 1652,1,1210,309
VM 1653,3,3873,86
VM 1654,3,2943,168
VM 1655,3,1870,213
VM 1656,1,4274,385
VM 1657,1,4430,388
VM 1658,1,3861,20
VM 1659,3,1805,408
VM 1660,4,4130,476
VM 1661,1,3819,474
VM 1662,1,4695,225
VM 1663,2,2434,390
VM 1664,1,2720,241
VM 1665,1,3143,37
VM 1666,1,163,405
VM 1667,1,483,236
VM 1668,3,927,289
VM 1669,4,574,450
VM 1670,3,185,469
VM 1671,1,1873,425
VM 1672,1,1807,323
VM 1673,2,2736,152
VM 1674,1,4182,292
VM 1675,2,705,355
VM 1676,4,952,98
VM 1677,4,1272,197
VM 1678,1,3189,339
VM 1679,3,4815,478
VM 1680,1,2285,308
VM 1681,4,1193,300
VM 1682,2,779,45
VM 1683,2,487,274
VM 1684,2,3455,378
VM 1685,1,1557,400
VM 1686,1,1180,121
VM 1687,4,2440,396
VM 1688,2,100,212
VM 1689,4,3443,434
VM 1690,1,2020,469
VM 1691,4,1769,146
VM 1692,1,2329,412
VM 1693,1,100,88
VM 1694,4,4891,331
VM 1695,4,3992,361
VM 1696,4,1095,165
VM 1697,1,4250,258
VM 1698,2,4491,419
VM 1699,2,1827,485
VM 1700,1,3255,23
VM 1701,1,4296,412
VM 1702,1,1267,303
VM 1703,3,2758,379
VM 1704,3,3096,117
VM 1705,4,558,329
VM 1706,1,3451,24
VM 1707,1,4868,406
VM 1708,3,2664,416
VM 1709,2,1838,499
VM 1710,3,2050,78
VM 1711,3,756,22
VM 1712,2,4426,105
VM 1713,2,2905,103
VM 1714,2,1709,155
VM 1715,4,3722,372
VM 1716,4,4208,296
VM 1717,2,2174,136
VM 1718,4,1477,289
VM 1719,2,2707,455
VM 1720,3,1169,312
VM 1721,1,1726,227
VM 1722,4,2337,443
VM 1723,2,2760,44
VM 1724,2,4672,86
VM 1725,2,511,168
VM 1726,1,2854,390
VM 1727,4,1019,415
VM 1728,2,142,279
VM 1729,4,651,41
VM 1730,1,606,209
VM 1731,4,4469,462
VM 1732,1,2514,140
VM 1733,1,1374,106
VM 1734,4,4995,175
VM 1735,1,4850,428
VM 1736,2,1580,278
VM 1737,2,123,331
VM 1738,3,1740,342
VM 1739,3,3315,400
VM 1740,2,3457,41
VM 1741,1,905,86
VM 1742,4,775,185
VM 1743,4,2501,175
VM 1744,2,1563,437
VM 1745,2,941,56
VM 1746,4,2386,284
VM 1747,1,1804,378
VM 1748,3,3831,127
VM 1749,1,3101,436
VM 1750,1,1289,197
VM 1751,4,2686,43
VM 1752,1,497,381
VM 1753,1,3556,343
VM 1754,3,4902,363
VM 1755,2,4895,422
VM 1756,4,3582,75
VM 1757,1,1443,216
VM 1758,1,363,142
VM 1759,3,1438,30
VM 1760,4,208,237
VM 1761,1,212,210
VM 1762,1,4842,403
VM 1763,4,163,300
VM 1764,4,2149,457
VM 1765,1,3637,261
VM 1766,1,422,401
VM 1767,3,2689,283
VM 1768,3,3448,499
VM 1769,2,3278,77
VM 1770,4,3264,109
VM 1771,1,2368,94
VM 1772,1,1626,320
VM 1773,1,3431,333
VM 1774,3,1947,71
VM 1775,4,1807,178
VM 1776,2,894,371
VM 1777,4,4354,255
VM 1778,2,1718,386
VM 1779,1,2333,60
VM 1780,2,2907,472
VM 1781,4,4724,158
VM 1782,2,100,405
VM 1783,1,2598,10
VM 1784,4,1916,327
VM 1785,3,4997,247
VM 1786,4,4048,361
VM 1787,4,1274,397
VM 1788,2,1734,282
VM 1789,1,4425,217
VM 1790,1,2775,256
VM 1791,2,4573,357
VM 1792,1,1705,250
VM 1793,1,1147,282
VM 1794,2,373,495
VM 1795,1,3002,141
VM 1796,3,2846,406
VM 1797,3,1788,303
VM 1798,2,2499,10
VM 1799,1,3490,129
VM 1800,1,3548,138
VM 1801,1,4605,173
VM 1802,2,4872,328
VM 1803,3,2631,29
VM 1804,2,1647,10
VM 1805,3,3176,466
VM 1806,1,2069,16
VM 1807,3,4456,378
VM 1808,1,1316,10
VM 1809,3,1145,175
VM 1810,3,241,476
VM 1811,2,1702,315
VM 1812,4,4096,152
VM 1813,3,2481,117
VM 1814,4,4769,382
VM 1815,1,3118,220
VM 1816,3,3478,213
VM 1817,2,1103,170
VM 1818,3,2939,178
VM 1819,2,885,140
VM 1820,1,1727,139
VM 1821,1,3656,158
VM 1822,2,2515,238
VM 1823,4,1714,363
VM 1824,2,1186,67
VM 1825,3,4529,117
VM 1826,1,4603,267
VM 1827,4,2642,167
VM 1828,4,100,273
VM 1829,2,3072,147
VM 1830,1,3377,152
VM 1831,4,3016,63
VM 1832,2,4262,231
VM 1833,4,4244,349
VM 1834,2,1252,105
VM 1835,1,2514,346
VM 1836,1,4466,57
VM 1837,2,677,139
VM 1838,4,675,134
VM 1839,1,1446,433
VM 1840,3,115,21
VM 1841,4,1402,385
VM 1842,1,3143,113
VM 1843,1,3942,273
VM 1844,2,230,15
VM 1845,1,157,436
VM 1846,2,2128,10
VM 1847,3,1879,135
VM 1848,1,1929,332
VM 1849,1,4372,105
VM 1850,1,4403,179
VM 1851,1,2759,249
VM 1852,4,1989,453
VM 1853,1,4576,160
VM 1854,1,3819,463
VM 1855,3,2923,108
VM 1856,3,3658,79
VM 1857,2,3057,203
VM 1858,2,2820,335
VM 1859,1,3761,261
VM 1860,1,2490,73
VM 1861,1,202,121
VM 1862,1,4960,222
VM 1863,3,2705,135
VM 1864,2,643,127
VM 1865,1,1974,16
VM 1866,3,1393,225
VM 1867,4,3018,232
VM 1868,4,4037,492
VM 1869,1,2492,135
VM 1870,1,698,476
VM 1871,4,1424,152
VM 1872,3,912,327
VM 1873,1,1688,390
VM 1874,1,4533,13
VM 1875,1,813,20
VM 1876,1,3667,362
VM 1877,1,4431,31
VM 1878,1,1486,212
VM 1879,1,1217,336
VM 1880,2,3474,401
VM 1881,1,4442,428
VM 1882,2,3018,495
VM 1883,1,1372,265
VM 1884,4,3945,364
VM 1885,2,3725,249
VM 1886,4,3724,333
VM 1887,2,104,136
VM 1888,1,1154,48
VM 1889,3,1069,54
VM 1890,1,3089,323
VM 1891,3,1785,298
VM 1892,3,2554,36
VM 1893,1,1525,10
VM 1894,1,2706,492
VM 1895,4,3042,33
VM 1896,2,1793,245
VM 1897,1,2534,454
VM 1898,4,1296,358
VM 1899,1,3763,485
VM 1900,4,108,461
VM 1901,3,1673,191
VM 1902,1,100,241
VM 1903,3,4372,446
VM 1904,3,2857,369
VM 1905,4,683,95
VM 1906,1,2970,285
VM 1907,4,3147,446
VM 1908,4,1890,10
VM 1909,4,673,217
VM 1910,2,4399,196
VM 1911,1,2171,309
VM 1912,1,773,386
VM 1913,4,4050,150
VM 1914,4,3447,290
VM 1915,1,3309,291
VM 1916,1,429,434
VM 1917,3,4855,236
VM 1918,2,4308,60
VM 1919,1,1303,499
VM 1920,3,2553,456
VM 1921,4,809,242
VM 1922,1,2403,165
VM 1923,1,4853,52
VM 1924,3,2113,234
VM 1925,3,2444,208
VM 1926,2,687,450
VM 1927,1,3183,384
VM 1928,1,3500,457
VM 1929,1,2208,118
VM 1930,1,2930,385
VM 1931,1,270,206
VM 1932,2,2264,370
VM 1933,1,4509,449
VM 1934,4,4679,130
VM 1935,4,1546,417
VM 1936,2,1074,39
VM 1937,3,1072,402
VM 1938,2,3229,291
VM 1939,1,3442,220
VM 1940,1,4361,470
VM 1941,4,4990,438
VM 1942,3,280,341
VM 1943,1,4734,301
VM 1944,1,1207,447
VM 1945,2,1231,282
VM 1946,3,100,154
VM 1947,1,158,256
VM 1948,2,347,357
VM 1949,2,1283,237
VM 1950,1,1184,74
VM 1951,2,1279,401
VM 1952,1,4647,487
VM 1953,1,4940,50
VM 1954,2,4076,22
VM 1955,1,2032,236
VM 1956,1,202,318
VM 1957,4,3090,49
VM 1958,2,2889,237
VM 1959,2,1828,178
VM 1960,3,2114,103
VM 1961,4,1645,80
VM 1962,1,4449,358
VM 1963,1,2488,120
VM 1964,3,210,162
VM 1965,1,3500,30
VM 1966,3,2298,311
VM 1967,1,1660,64
VM 1968,2,3355,212
VM 1969,2,2686,421
VM 1970,1,4327,131
VM 1971,1,4705,387
VM 1972,3,615,250
VM 1973,1,2518,127
VM 1974,1,3324,192
VM 1975,3,4346,308
VM 1976,1,1381,10
VM 1977,2,2771,341
VM 1978,2,2578,120
VM 1979,2,2676,293
VM 1980,2,4588,299
VM 1981,3,4505,307
VM 1982,2,3239,54
VM 1983,1,3313,469
VM 1984,2,4462,126
VM 1985,1,306,250
VM 1986,4,1394,337
VM 1987,3,2789,160
VM 1988,1,1698,388
VM 1989,1,2245,194
VM 1990,1,763,208
VM 1991,1,4350,323
VM 1992,1,4681,118
VM 1993,4,4940,80
VM 1994,2,1644,76
VM 1995,1,4579,19
VM 1996,3,312,216
VM 1997,4,1599,240
VM 1998,3,3138,15
VM 1999,2,3326,118
VM 2000,1,3103,417
VM 2001,1,1890,312
VM 2002,3,3793,256
VM 2003,1,540,96
VM 2004,2,4618,292
VM 2005,1,1974,188
VM 2006,1,692,87
VM 2007,4,4653,195
VM 2008,1,2879,460
VM 2009,1,3906,467
VM 2010,4,3541,304
VM 2011,3,1185,242
VM 2012,4,3191,361
VM 2013,3,4050,203
VM 2014,1,3628,90
VM 2015,4,2268,151
VM 2016,3,2830,391
VM 2017,3,2954,10
VM 2018,3,2514,10
VM 2019,3,2707,23
VM 2020,1,2302,491
VM 2021,3,2507,186
VM 2022,2,2034,125
VM 2023,4,1163,320
VM 2024,1,328,299
VM 2025,1,4963,219
VM 2026,2,658,290
VM 2027,1,942,325
VM 2028,1,3384,374
VM 2029,2,2689,388
VM 2030,2,1374,258
VM 2031,2,3735,498
VM 2032,2,3530,125
VM 2033,3,2225,253
VM 2034,4,3195,202
VM 2035,4,1500,446
VM 2036,4,362,24
VM 2037,3,1445,99
VM 2038,3,1938,411
VM 2039,1,1495,428
VM 2040,1,4275,473
VM 2041,1,4280,171
VM 2042,2,1262,175
VM 2043,3,2234,282
VM 2044,1,3756,162
VM 2045,1,3589,277
VM 2046,3,2011,458
VM 2047,1,3900,235
VM 2048,3,4201,185
VM 2049,2,4390,412
VM 2050,1,1604,162
VM 2051,1,451,319
VM 2052,1,4761,232
VM 2053,1,1716,122
VM 2054,2,753,466
VM 2055,2,2349,70
VM 2056,1,2889,181
VM 2057,3,4931,265
VM 2058,4,1944,35
VM 2059,1,3501,287
VM 2060,4,3726,90
VM 2061,3,3321,241
VM 2062,2,3026,183
VM 2063,4,3599,397
VM 2064,1,3096,164
VM 2065,1,1294,33
VM 2066,1,4907,451
VM 2067,1,2669,462
VM 2068,1,3718,45
VM 2069,4,441,149
VM 2070,2,4683,474
VM 2071,1,3163,445
VM 2072,1,4387,451
VM 2073,1,142,212
VM 2074,2,4601,445
VM 2075,1,1502,189
VM 2076,4,1105,58
VM 2077,1,3296,483
VM 2078,3,3048,38
VM 2079,1,423,496
VM 2080,3,2721,273
VM 2081,3,4100,128
VM 2082,2,1250,135
VM 2083,2,988,376
VM 2084,1,1347,27
VM 2085,2,624,445
VM 2086,3,3599,367
VM 2087,1,3531,296
VM 2088,3,4792,53
VM 2089,2,1237,88
VM 2090,1,478,79
VM 2091,1,228,301
VM 2092,4,4414,202
VM 2093,2,692,102
VM 2094,1,100,33
VM 2095,1,3337,491
VM 2096,3,2207,260
VM 2097,3,3906,261
VM 2098,3,134,420
VM 2099,4,2513,192
VM 2100,1,537,424
VM 2101,4,3185,290
VM 2102,1,1551,10
VM 2103,1,1895,143
VM 2104,2,1785,100
VM 2105,4,2800,89
VM 2106,2,3761,87
VM 2107,4,2952,209
VM 2108,4,3200,472
VM 2109,4,3454,19
VM 2110,3,1138,336
VM 2111,1,2317,467
VM 2112,1,4543,384
VM 2113,1,3313,175
VM 2114,2,1096,460
VM 2115,1,100,20
VM 2116,4,2576,462
VM 2117,1,1814,365
VM 2118,1,2434,187
VM 2119,3,2999,96
VM 2120,1,2188,89
VM 2121,2,2531,223
VM 2122,1,2214,10
VM 2123,1,4928,345
VM 2124,2,3835,337
VM 2125,2,1885,10
VM 2126,1,844,247
VM 2127,1,506,269
VM 2128,1,1161,206
VM 2129,4,1462,218
VM 2130,3,3185,66
VM 2131,2,2969,434
VM 2132,3,1000,141
VM 2133,3,3164,124
VM 2134,1,3344,285
VM 2135,4,1625,493
VM 2136,2,547,128
VM 2137,4,3325,166
VM 2138,3,2375,478
VM 2139,2,4237,74
VM 2140,2,3302,364
VM 2141,1,4314,88
VM 2142,1,1411,150
VM 2143,4,1390,335
VM 2144,3,1404,443
VM 2145,3,100,330
VM 2146,1,2746,74
VM 2147,2,4877,357
VM 2148,3,2193,294
VM 2149,2,4872,401
VM 2150,1,3106,194
VM 2151,2,100,124
VM 2152,4,1334,109
VM 2153,1,100,50
VM 2154,3,1797,436
VM 2155,1,3268,56
VM 2156,1,3476,431
VM 2157,1,4347,47
VM 2158,3,1579,177
VM 2159,1,3494,494
VM 2160,3,4337,145
VM 2161,3,2596,313
VM 2162,3,1996,127
VM 2163,2,790,82
VM 2164,4,217,134
VM 2165,1,3919,10
VM 2166,1,3471,399
VM 2167,4,1983,281
VM 2168,3,2265,63
VM 2169,1,3499,419
VM 2170,4,841,162
VM 2171,1,3357,122
VM 2172,4,3385,310
VM 2173,3,2203,290
VM 2174,1,1968,350
VM 2175,1,100,459
VM 2176,2,439,420
VM 2177,1,207,161
VM 2178,3,909,106
VM 2179,1,1130,188
VM 2180,2,3388,66
VM 2181,3,2809,50
VM 2182,4,504,379
VM 2183,1,4773,388
VM 2184,1,1224,461
VM 2185,4,4157,110
VM 2186,2,1522,313
VM 2187,1,100,417
VM 2188,4,1964,382
VM 2189,1,2627,331
VM 2190,2,4354,435
VM 2191,2,1454,286
VM 2192,1,643,492
VM 2193,3,100,181
VM 2194,2,4898,479
VM 2195,1,135,102
VM 2196,1,100,487
VM 2197,3,1095,274
VM 2198,1,3627,107
VM 2199,3,3543,469
VM 2200,1,4307,201
VM 2201,3,3022,310
VM 2202,2,905,250
VM 2203,4,1562,60
VM 2204,1,3800,224
VM 2205,3,1885,130
VM 2206,2,2376,281
VM 2207,1,2079,23
VM 2208,4,252,309
VM 2209,1,438,174
VM 2210,2,797,301
VM 2211,1,1167,45
VM 2212,3,1280,352
VM 2213,1,4728,87
VM 2214,4,4860,398
VM 2215,1,3601,181
VM 2216,1,2472,32
VM 2217,2,2249,35
VM 2218,2,1547,405
VM 2219,1,2774,75
VM 2220,3,354,325
VM 2221,4,1353,48
VM 2222,4,1166,363
VM 2223,1,489,332
VM 2224,1,209,473
VM 2225,1,3894,397
VM 2226,4,3646,126
VM 2227,2,1413,131
VM 2228,3,2364,231
VM 2229,3,739,116
VM 2230,1,720,350
VM 2231,3,4321,191
VM 2232,3,4315,178
VM 2233,1,2959,284
VM 2234,2,1498,427
VM 2235,2,2509,338
VM 2236,4,4187,186
VM 2237,3,166,160
VM 2238,3,3405,306
VM 2239,3,4011,300
VM 2240,1,3237,233
VM 2241,3,1550,96
VM 2242,2,1774,73
VM 2243,1,3478,351
VM 2244,4,1634,125
VM 2245,3,4753,477
VM 2246,2,4305,134
VM 2247,1,1758,129
VM 2248,1,2442,383
VM 2249,2,2753,113
VM 2250,1,1347,360
VM 2251,1,1354,289
VM 2252,4,3662,30
VM 2253,2,4472,177
VM 2254,1,4306,128
VM 2255,1,1091,216
VM 2256,3,2334,289
VM 2257,1,749,318
VM 2258,3,2686,308
VM 2259,3,1376,201
VM 2260,1,3073,279
VM 2261,1,3839,40
VM 2262,4,100,376
